song_name,song_popularity
Start Right Now (feat. Laney Jones),52.0
Started,55.0
Started From the Bottom,56.5
Starting Over,63.0
Starving,82.0
Static Resistance,44.0
Statue of a Fool,36.0
Stay,60.666666666666664
Stay (with Alessia Cara),64.0
Stay A Little Longer,31.0
Stay Awake,55.0
Stay Fly - Explicit Album Version,61.0
Stay Open,60.0
Stay Wild,45.0
Stay With Me,71.0
Stay With Me - Live From Spotify Berlin,56.0
Stay Woke,18.0
Stay Woke (feat. Miguel),67.0
Stay a Little Longer,54.0
Stay the Night,61.0
Stay with It,61.0
Stayin Out All Night/Habits (Acoustic Mashup),58.0
Stayin' Alive - 2007 Remastered Version Saturday Night Fever,24.0
Stayin' Alive - Remastered Version,26.0
Steady Mobbin,64.0
"Steady, As She Goes",37.0
Steal My Girl,66.0
Steal My Sunshine - Single Version,59.0
Steal The Moon,64.0
Steel Guitar Rag,22.0
Stella,50.0
Stellar - acoustic,49.0
Step,66.0
Step 2001 - Instrumental,16.0
Step One Two,47.0
Step That Step,34.0
Step Up Your Game,4.0
Step by Step,63.0
Stepping Out,29.0
Still,64.0
Still - Single Version,36.0
Still Beating,66.0
Still D.R.E.,79.0
Still Dipset (feat. Juelz Santana & Avon Carter),47.0
Still Geekin',15.0
Still Got Time / There's Nothing Holdin' Me Back,59.0
Still Here Waiting,36.0
Still New York,74.0
Still Not a Player,61.0
Still Not a Player (feat. Joe),53.0
Still Not a Player (feat. Joe) - Radio Version,70.0
Still Tippin' (feat. Slim Thug and Paul Wall),60.0
Still Waiting,59.0
Still for La Raza,27.0
Still in the Groove,36.0
Still of the Night - 2017 Remastered Version,60.0
Stir Fry,83.0
Stitches,63.0
Stockholm,40.0
Stockholm Skies (feat. Tom Taped & Alex Aris),56.0
Stockholm White (feat. Elliphant),2.0
Stolen Dance,67.0
Stolen Moments,59.0
Stomp,57.0
Stone,65.0
Stone Cold,36.0
Stone Cold Classic,62.0
Stone Cold Sober,46.0
Stone Love,32.5
Stood In The Dark,40.0
Stop (WWW) - Radio Edit,51.0
Stop Me,31.0
Stop Playing (feat. Chris Brown),32.0
Stop! In The Name Of Love,26.0
Stories Can Wait - Original Mix,39.0
Stormy Weather,17.0
Story of My Life,78.0
Straight Flush,18.0
Straight From The Heart,55.0
Straight Jacket,45.0
Straight Outta Compton,29.0
Straight Tequila Night,57.0
Straighten Up And Fly Right - 1990 Digital Remaster,37.0
Strange Fruit,38.0
"Strangelove - 7"" Version",52.0
Stranger,54.0
Stranger To Me Now,48.0
Strangers,19.0
Strapped,56.0
Strawberry Letter 23,17.0
Strawberry Wine,61.0
Street Fighting Man,58.0
Streets Of Bakersfield,52.0
Stressed Out,85.0
Strictly Business,51.0
Stringz - 140 Energy Remix,17.0
Strip That Down,83.0
Strong Island,33.0
Strong Ones - Dave Winnel Remix,52.0
Stronger,71.5
Stronger (What Doesn't Kill You),66.0
Strongest,67.0
Stuck,4.0
Stuck (with Arin Ray),60.0
Stuck In The Middle With You,70.0
Stuck In The Middle With You - Remastered,63.0
Stuck With Me,55.0
Stuck on You,61.0
Studio,70.0
Stumblin' Home,54.0
Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),62.0
Stupid (feat. LucyXX),61.0
Stupid Cupid,49.0
Stupid Girl,60.333333333333336
Stupify,51.0
Stylo (feat. Mos Def and Bobby Womack),65.0
Suave,72.0
Suavecito,37.0
Suavecito Suavecito,58.0
Suavemente,66.0
Substitute,47.0
Subway Theme,32.0
Such A Feeling,2.0
Such A Simple Thing,64.0
Such A Simple Thing - Recorded at Sound Stage Studios Nashville,63.0
Such Great Heights,44.0
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",81.0
Sucker M.C.'s (Krush-Groove 1),41.0
Sucker Punch,64.0
Sucker for You,73.0
Sudden Love (Acoustic),23.0
Suddenly,48.0
Sueño Americano,30.5
Suffer In Silence,35.0
Suffocation Blues,62.0
Suga Suga,56.0
Sugar,18.0
Sugar (Puff Daehee Mix),39.0
Sugar (feat. Francesco Yates),78.0
Sugar Kane,16.0
Sugar Man,43.0
"Sugar, Sugar",71.0
"Sugar, We're Goin Down",79.0
Sugarcane,74.0
Suitcase Heart,14.0
Suite: Judy Blue Eyes - Remastered,64.0
Suited (SynX Remix)[feat. Mr Eazi] (feat. Synx & Mr Eazi),40.0
Sultan's Curse,53.0
Sultans Of Swing,42.0
Sumertime Anthem,40.0
Summer,24.0
Summer Bump,47.0
Summer Clothes (Acoustic),61.0
Summer Guest,48.0
Summer Love,53.5
Summer Of '69,64.75
Summer Rain,41.0
Summer Up,50.0
Summer in the City - Remastered,63.0
Summer on You,77.0
Summerfish - Scandall Sunset On Ibiza Instrumental,37.0
Summertime,47.0
Summertime Blues,34.75
Summertime Magic,82.0
Summertime Sadness,64.0
Summertime Sadness (Acoustic Cover) Feat. Keelan Donovan,68.0
Sun In Our Eyes,77.0
Sun Is Shining,6.0
Suncity (feat. Empress Of),42.42857142857143
Sunday Afternoon,38.5
Sunday Drive,61.0
Sunday In the South,32.0
Sunday Stroll,70.0
Sunflower - Movie Version,78.0
Sunflower - Spider-Man: Into the Spider-Verse,66.0
Sunlight Wake,50.0
Sunlit Juice,62.0
Sunny,38.333333333333336
Sunny Afternoon,17.0
Sunny Came Home,62.0
Sunny Daze,40.0
Sunrise,46.0
Sunrise In The East,63.0
Sunscreen,64.0
Sunset,32.0
Sunset Lover,75.0
Sunsettime Lapse,24.0
Sunshine (feat. Craig David & Star.One),52.0
Sunshine - The Knocks Remix,52.0
Sunshine Of Your Love,72.0
Sunshine Superman,58.0
Super Bass,59.0
Super!,28.0
Supercut,65.0
Superego,53.0
Superhero,82.0
Superman,75.0
Superman (It's Not Easy),48.0
Superman Sin Capa,49.0
Superposition,64.5
Superstar,52.5
Superstar Moves (feat. KAMI),50.0
Superstition,67.0
Superstition - Single Version,67.0
Supervillain Theme,46.0
Supreme,59.0
Sure Shot,57.0
Sure Thing,75.0
Surf Wave,44.0
Surface,31.0
Surfin',60.0
Surfin' Bird,16.0
Surfin' U.S.A. - Remastered,70.0
Surrender,42.0
Survivor,65.4
Susan's House,11.0
Sushi,32.0
Sussudio,12.0
Suttin Like That (Instrumental),23.0
Svoboda - Ya Khoya Ya Khoya,38.0
Swag Surfin',54.0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),82.0
Swap Meet,69.0
Sway,39.0
Swaying,54.0
Sweat (A La La La La Long),59.0
Sweet Caroline,42.0
Sweet Caroline - Single Version,58.0
Sweet Child O' Mine,64.5
Sweet Disaster,7.0
Sweet Disposition,67.0
Sweet Dreams (Are Made of This) - Remastered,83.0
Sweet Dreams (Of You) - Single Version,33.0
Sweet Emotion,56.0
Sweet Escape,22.0
Sweet Harmony,1.0
Sweet Home Alabama,72.0
Sweet Jane,38.0
Sweet Memories,70.0
Sweet Revenge,52.0
Sweet Soul Music,60.0
Sweet Talker,12.0
Sweet but Psycho,89.0
Sweetest Thing,69.0
Swell,48.0
Swerve City,57.0
Swerve... the reeping of all that is worthwhile (Noir not withstanding),30.0
Swervo,61.0
Swimmimg Off That Sombre Shore,50.0
Swimming Alone,52.0
Swing,6.0
Swing Low Sweet Chariot,61.0
Swing Swing,46.0
Swinging Doors,31.0
Swingtheory,61.0
Swish Swish,77.0
Switch,48.333333333333336
Switch Up,39.0
Sword,21.0
Symphony (feat. Zara Larsson),54.0
Synesthesia (Scaled Down Version),68.0
Syrup,53.0
Só Pra Castigar,80.0
Só Tinha De Ser Com Você,12.0
Sólo Se Vive una Vez,53.0
T N Biscuits,61.0
T-R-O-U-B-L-E - Remastered,48.0
T.N.T.,78.0
TALK,20.0
TAPE,71.0
TAlk tO Me (with Rich The Kid),82.0
TBC,12.0
TELL ME YXU LXVE ME,52.0
TELÉFONO,84.0
TEST DRIVE,71.0
THE DROP,56.0
THE SHIT,59.0
THUG LIFE,74.0
TIME,43.0
TITAN,57.0
TKM,56.0
TONYA,72.0
TOOTIMETOOTIMETOOTIME,75.0
TP Treat,29.0
TROUBLE (feat. Absofacto),56.0
TTG (feat. Kevin Gates),62.0
TUI,55.0
Ta' Buena,36.0
Ta'mo Bien,41.0
Taga,68.0
Taiko Drumming,40.0
Tainted Love,26.0
Take A Bow,80.0
Take A Look Around,32.0
Take Back Home Girl (Feat. Tori Kelly),16.0
Take Back Home Girl (feat. Tori Kelly) - Acoustic,53.0
Take Good Care Of My Baby - 1990 Remastered,61.0
Take Her Place (feat. A R I Z O N A),70.0
Take It All,56.0
Take It Back (feat. Sophie Meiers),42.0
Take It Easy - 2006 Remastered Version,52.0
Take It Easy - Remastered,53.0
Take It From Me,57.0
Take It From Me - Stripped,51.0
Take It or Leave It,58.0
Take Me,37.0
Take Me (feat. Mariana Thielen),54.0
Take Me Away,48.0
Take Me Home,70.0
Take Me Home Tonight,63.0
"Take Me Home, Country Roads",60.0
Take Me Out,65.66666666666667
Take Me To Church,42.0
Take Me To Church (Acoustic Cover) feat. Matt Wright,60.0
"Take Me To Church - Live From Spotify, London",61.0
Take Me to Church,61.0
"Take My Breath Away - Love Theme from ""Top Gun""",72.0
Take On Me,85.0
Take Over,56.0
Take The Long Way Home - 2010 Remastered,23.0
Take This Home,51.0
Take This Lonely Heart,31.0
Take You Down,73.0
Take Your Mama,56.0
Take Your Records Home,48.0
Take a Walk,70.0
Take an Old Cold 'Tater (and Wait),29.0
Take me,42.0
Take on Me,16.0
Take the Money and Run,3.0
Take Ü There (feat. Kiesza),65.0
Take Ü There (feat. Kiesza) - Missy Elliott Remix Bonus Track,55.0
Takes Some Time,57.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",98.0
Taking A Walk,82.25
Taking You There,46.0
Talaagh,25.0
Talented,50.0
Talisman,34.0
Talisman Stallion,74.0
Talk Back Trembling Lips,31.0
Talk Dirty (feat. 2 Chainz),66.0
Talk Too Much,67.0
Talk You Out Of It,57.0
Talk to Me,63.0
TalkTalk,9.0
Talkin' Bout,52.0
Talking In Your Sleep,48.0
Tallis One,75.0
Tally Ho!,1.0
Tambo,44.0
Tammy's Song (Her Evils),58.0
Tan Sólo Tú,39.0
Tangled up in Blue,63.0
Tango,14.0
Tap Out (feat. Jeremih),73.0
Tape Flip Too,43.0
Tarzan Boy,7.0
Tasavor Kon,20.0
Taste (feat. Offset),95.0
Taylor Swift 1989 Medley,59.0
Te Aprovechas,44.0
Te Boté - Remix,94.0
Te Burlaste,41.0
Te Duele,68.0
Te Estaré Esperando,25.0
Te He Prometido,57.0
Te Ma Etmaje (feat. DJ Wirtual),48.0
Te Mando Flores,71.0
Te Me Fuiste,22.0
Te Odio y Te Quiero,48.0
Te Quiero Pa´Mi,71.0
Te Quiero Tanto,49.0
"Te Quiero, Te Amo",44.0
Te Va a Doler,64.0
Te Vas,16.5
Te Ves Buena,61.0
Te Vi na Rua Ontem,67.0
Te ka lali shpirt,51.0
Teacher,66.0
Tear This Mother Down (feat. MX2),55.0
Teardrop,70.0
Tears & Tantrums,55.0
Tears Don't Fall,23.0
Tears On My Pillow,52.0
Tease Me / Bad Guys,47.0
Tebas,29.0
Ted Bundy,17.0
Teddy Picker,0.0
Tee Shirt,68.0
Teen Age Riot (Album Version),62.0
Teen Angst,8.0
Teen Lovers,34.0
Teenage Dirtbag,72.0
Teenage Hurt,49.0
Teenage Kicks,45.0
Teenagers,76.0
Teeth,52.0
Telacuti,59.0
Telepathy,46.0
Telephone,52.0
Telephono De Casa,45.0
Tell Him,56.0
Tell Me,48.0
Tell Me - Acoustic,60.0
Tell Me - Secrets Mix,56.0
Tell Me It's Ok,51.0
Tell Me Tell Me,59.0
Tell Me That,44.0
Tell Me Why,67.0
Tell Me You Love Me,68.0
Tell Me You Love Me - NOTD Remix,3.0
Tell That Devil (Acoustic Version),44.0
Telstar,43.0
Temperature,76.0
Temple,54.0
Temporary Fix,62.0
Tempted,58.0
Tender,42.0
Tennessee - Remastered,45.0
Tennessee Homesick Blues,31.0
Tennessee Stud - Remastered,35.0
Tennessee Waltz,20.5
Tequila,76.5
Tequila (Original),58.0
Tequila - R3HAB Remix,66.0
Tequila Talkin',44.0
Terraform,61.0
Terry,34.0
Test Drive,50.0
Testify,66.0
Texarkana Baby,28.0
Texas Playboy Rag,23.0
Th1rt3en or Nothing,2.0
Thank God And Greyhound,29.0
Thank God I'm Not You,62.0
Thank You,38.666666666666664
That Day,0.0
That I Miss You,61.0
That Lovin' You Feelin' Again (with Roy Orbison) - 2008 Remastered Version,39.0
That Was A Crazy Game of Poker,53.0
That'll Be The Day,60.0
That's All I Need,7.0
That's All She Wrote (feat. Eminem),6.0
That's Amore - 1996 Digital Remaster,61.0
That's How Rumors Start,35.0
That's It (I'm Crazy),24.0
That's It (feat. Gucci Mane & 2 Chainz),1.0
That's My Jam,34.0
That's My Story,47.0
That's Not Me - Instrumental,19.0
That's On Me,74.0
That's What I Like,86.0
That's When I Reach For My Revolver,49.0
That´s Me,51.0
The Amazing Mr. F**k Up,65.0
The Anthem,73.0
The Art of Abstraight Rap Display,41.0
The Auctioneer,45.0
The Ballad of Mr. Steak,33.0
The Battle Of New Orleans,48.0
The Beach,15.0
The Beautiful People,59.0
The Beginning (Work It Out),43.0
The Best - Edit,70.0
The Black Pearl - Body Bangers Edit,43.0
The Blackest Day,18.0
The Bliss,6.0
The Blower's Daughter,59.0
The Book Of Love,55.0
The Bottle Let Me Down,41.0
The Bottom,47.0
The Boy With The Perpetual Nervousness,41.0
The Boy With the Arab Strap,54.0
The Boys Of Summer,53.0
The Breach,68.0
The Bride & The Bachelor,60.0
The Burn Marks on My Epiano Wont Go Away,55.0
The Butterfly Effect (feat. Ambre Perkins),50.0
The Carroll County Accident,38.0
The Cascades,14.0
The Cave,71.0
The Ceremony,56.0
The Chain - 2004 Remastered Edition,79.0
The City (with Quinn XCII),70.0
The Climb,73.0
"The Climb, the Fall",54.0
The Cog in the Machine,34.0
The Cold Hard Facts of Life,34.0
The Come Down Was Real,45.0
The Come Up,12.0
The Conversation,46.0
The Cowboy Rides Away,51.0
The Cure,56.0
The Cutter,53.0
The Dark,62.0
The Devil Is A Lie,8.0
The Devil Is Inside,40.0
The Devil Went Down to Georgia,64.0
The Devil's Bleeding Crown,14.0
The Diary,64.0
The Diary of Jane - Single Version,69.0
The Distance,63.0
The Distance (feat. Ty Dolla $ign),56.0
The Door Is Always Open,24.0
The Drugs Don't Work,14.0
The Drums (Din Daa Daa),53.0
The Edge Of Glory,62.0
The End,45.0
The End - Remastered,49.0
The End Has No End,15.0
The Enemy,0.0
The Eton Rifles - Single Edit,6.0
The Fact Is (I Need You),38.0
The Fame,41.0
The Feeling,42.0
The Feels,55.0
The Few Things,65.0
The Final Countdown,49.0
The Fireman,52.0
The First Big Weekend,39.0
The First Steps,61.0
The Flame,64.0
The Flood,66.0
The Flute Song,78.0
The Fool Pt 1 (Get it Got it Good),45.0
The Freshmen,65.0
The Funeral - Dash Berlin Remix,39.0
The Gambler,30.0
"The Gangsta, The Killa And The Dope Dealer",56.0
The Ghost Who Walks,40.0
The Giant,70.0
The Girl Is Mine feat. Destiny's Child & Brandy,38.0
The Girl Plays,67.0
The Gold,61.0
The Gold - Nick Waterhouse Remix,16.0
The Golden Rocket,31.0
The Good Life,35.0
The Good Man,26.0
The Grand Tour,53.0
The Great Escape,67.0
The Great Pretender - Single Version,51.0
The Greatest,51.0
The Green Fields of Acron,61.0
The Half,63.0
The Hand That Feeds,61.0
The Happiest Girl In The Whole U.S.A.,36.0
The Hard Way,47.0
The Hardest Button To Button,33.0
The Hearse,53.0
The Heart Is a Muscle - Radio Edit,58.0
The Heart Of Me,51.0
The Heart Wants What It Wants,32.0
The Hedgehog's Song - 2010 Remastered Version,38.0
The Heights,40.0
The Herb Vendor ( El Yerbero),21.0
The House Of The Rising Sun,73.0
The Image of Me,46.0
The Immigrants,25.0
The Impression That I Get,66.0
The Jean Genie - 2013 Remastered Version,59.0
The Joke - Bayonne Remix,41.0
The Keeper Of The Stars,48.0
The Ketchup Song (Asereje) - Spanish Version,16.0
The Kick,28.0
The Kids Aren't Alright,17.0
The Kill (Bury Me),69.0
The Killing Moon,66.0
The King of All Birds,4.0
The Lamb Lies Down On Broadway (Platinum Collection Version),39.0
The Last Of The Real Ones,13.0
The Last Thing On My Mind,43.0
The Lazy Song,74.0
The Lebanon,45.0
The Less I Know The Better,82.0
The Letter,65.0
The Light,71.75
The Line,60.0
The Lion Sleeps Tonight (Wimoweh),66.0
The Logical Song - Remastered 2010,33.0
The Lonely Road,57.0
The Look,70.0
The Love I Lost,49.0
The Love You Save,37.0
The Lovecats,7.0
The Luckiest,41.0
The Man,33.0
The Matter (feat. Wizkid),49.0
The Middle,73.77777777777777
The Model - 2009 Remastered Version,60.0
The Morning,62.5
The Most Beautiful Girl,51.0
The Mother We Share,59.25
The Mystery (Dilla's Still Here),32.0
The Myth,25.0
The Next Episode,73.0
The Night Is Still Young,60.0
The Night The Lights Went Out In Georgia,60.0
The Night They Drove Old Dixie Down - Remastered,61.0
The Night We Met,75.0
The Night We Met (feat. Phoebe Bridgers),76.0
The Nights,80.0
The Nomad,66.0
The One,55.5
The One I Love,0.0
The One That You Love,62.0
The One and Only,13.0
The Only,72.0
The Only Boy Awake,68.0
The Only Exception,72.0
The Only One,55.0
The Only Thing,46.0
The Other (Stripped),17.0
The Outfield,2.0
The Pain Freestyle,38.0
The Passenger,41.5
The Peanut Vendor,0.0
The Perfect Way to Fall Apart,42.0
The Place I Left Behind,55.0
The Point,52.0
The Power of Positive Drinkin',21.0
The Pretender,44.5
The Pride,3.0
The Promise,57.5
The Race Is On,44.0
The Rains,13.0
The Rat,58.0
The Real 1,49.0
The Reason,70.33333333333333
The Recipe - Bonus Track,40.0
The Reckoning,67.0
The Red,71.0
The Remedy,2.0
The Return,76.0
The Revolution Will Not Be Televised,42.0
The Rhythm of the Night,70.0
The Rise of Hannibal,27.0
The Road,50.0
The Rockafeller Skank - Short Edit,49.0
The Rose - Remastered Version,54.0
The Rover,63.0
The Rubberband Man,66.0
The Rubberband Man - Remastered Version,49.0
The Safety Dance,56.0
The Scientist,86.0
The Seed (2.0),65.0
The Shake,48.0
The Shift,56.0
The Shine,63.0
The Sign,16.0
The Skin Of My Yellow Country Teeth,4.0
The Sound,67.0
The Sound of Silence,71.0
The Sounds of Silence,54.0
The Space Program,24.0
The Spell (Pulser Remix),2.0
The Spiteful Chant,60.0
The Stage,42.0
The Start of Things,0.0
The Storm (01-16-52),37.0
The Streets of Baltimore,42.0
The Submissive,36.0
The Summer Is Magic - Radio Mix,56.0
The Sun Ain't Gonna Shine Anymore - Stereo Version,14.0
The Sweet Escape,49.5
The Sweetest Thing (I've Ever Known),37.0
The Swimming Song,50.0
The Things You Do,47.0
The Time Is Now,66.0
The Times They Are A-Changin',70.0
"The Times They Are A-Changin' - Live at Sony Music Studios, New York, NY - November 1994",49.0
The Trouble with Wanting,63.0
The Truth,39.0
The Tunnel of Love,43.0
The Underdog,51.0
The Violence,36.5
The Void,13.0
The Walker,60.0
The Wanderer,66.0
The Wanting,9.0
The Watcher 2,0.0
The Wave,55.0
The Way,65.0
The Way (feat. Chance the Rapper),71.0
The Way I Am,50.0
The Way I Are,65.0
The Way I Do,11.0
The Way It Is,70.0
The Way It Was,58.0
The Way Things Are,35.0
The Way Things Change,64.0
The Way We Get By,46.0
The Way We Move,63.0
The Way You Do The Things You Do,9.5
The Way You Look Tonight,54.0
The Way You Move (feat. Sleepy Brown) - Club Mix,68.0
The Way You Used To Do,60.0
The Ways (with Swae Lee),43.0
The Weekend,78.0
The Weekend (feat. Young Thug & Swizz Beatz),66.0
The Weekend - Funk Wav Remix,78.0
The Weight - Remastered,55.0
The Whale/ Nahang - Live,16.0
The Wild Ones (Remastered),42.0
The Wild Side Of Life,35.0
The Wind,12.0
The Wind Beneath My Wings,30.0
The Wire,59.0
The Wolves,16.0
The Woods,8.0
The Woods - Acoustic,68.0
The World Is Mine,47.0
The Wurlitzer Prize (I Don't Want to Get Over You),35.0
The Year That Clayton Delaney Died,36.0
The Young Sabina,51.0
The Youth,50.0
Them,44.0
Them Changes,57.0
Theme from the Steps of Life,65.0
Then He Kissed Me,60.0
Then I Go,35.0
There Is A Light That Never Goes Out - 2011 Remastered Version,72.0
There She Goes,68.0
There for You,80.0
There's A Reason Why (I Never Returned Your Calls),65.0
There's No Way (feat. Julia Michaels),87.0
These Days,45.5
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",88.0
These Girls,68.0
These Scars (feat. Future and Guordan Banks),45.0
They Don't Know - Original Mix,51.0
They Reminisce Over You,64.0
Thick And Thin,77.0
Things Are Changin' - Live [Solo Acoustic],59.0
Think,65.0
Think About,34.0
Think About Me,70.0
Think About U (feat. Joji),59.0
Think Like I Do,46.0
Think Twice (feat. Lil Skies),70.0
Thinking About It (Let It Go) - KVR Remix,63.0
Thinking Out Loud,74.0
Third Attempt,52.0
Thirteen,38.0
Thirteen Sad Farewells,59.0
Thirteen Years,35.0
This,47.0
This Ain't Really Love,33.0
This Book Smells Like Rain,47.0
This Charming Man - 2008 Remastered Version,52.0
This Charming Man - 2011 Remastered Version,72.0
This DJ,42.0
This Disorder,10.0
This Feeling,88.22222222222223
This Girl,70.0
This Girl - Kungs Vs. Cookin' On 3 Burners,25.0
This Is A Game,0.0
This Is Gospel,77.0
This Is How We Do It,67.0
This Is Love,41.0
This Is The Day,58.0
This Is The New Shit,48.0
This Is What You Came For,81.0
This Love,40.0
This Masquerade,50.0
This Mountain,48.0
This Must Be the Place (Naive Melody) [by Talking Heads],60.0
This Old Heart Of Mine (Is Weak For You) - Single Version,55.0
This One,39.0
This One Is,41.0
This Party,46.0
This Sixteen - Street Trap Instrumental Mix,33.0
This Song,58.0
This Sweet Love,48.0
This Time,40.5
This Town,38.0
This Town (feat. Sasha Sloan),72.0
This Town Ain't Big Enough For Both Of Us,39.0
This Town Still Talks About You,54.0
This Way,79.0
This Week,58.0
This Will Be (An Everlasting Love),70.0
This Will Be (An Everlasting Love) - 2003 Digital Remaster,65.0
This Woman's Work,58.0
This is How We Roll,52.0
Thnks fr th Mmrs,76.0
Thotful,52.0
Thotnite,39.0
Thought About You,55.0
Thought I Knew You (feat. The Weeknd),71.0
Thought of You,47.0
Thousand (feat. Lisa Hannigan),69.0
Three Bulleits,53.0
Three Little Birds,78.0
Three Sixteens,32.0
Thrift Shop (feat. Wanz),73.0
Throne,69.0
Thrones,39.0
Through Glass,60.0
Through The Summer Fields,50.0
Through a Glass (Quartet Version),41.0
Throw A Fit,73.0
Throw Some D's,58.0
Throwing Shade,70.0
Thru These Tears,82.0
Thugz Mansion (feat. Ty Dolla $ign & YG),61.0
Thunder,38.5
Thunder Clatter,8.0
Thunder Kiss '65 - JDevil Number Of The Beast Remix,45.0
Thunder Road,65.0
"Thunderclouds (with Sia, Diplo & Labrinth)",93.0
Thunderstruck,82.0
Thursday,73.0
TiK ToK,70.33333333333333
Tiburon,62.0
Tic Toc,50.0
Tick Tick Boom,57.0
Tidal Wave,59.0
Tidal Wave - Acoustic,7.0
Tidal Waves,2.0
Tide,52.0
Tie Me Down (with Elley Duhé),84.0
Tiene Espinas El Rosal,68.0
Tiger Striped Sky,23.0
Tightrope,58.0
Tigi Tigi (Original Mix),30.0
Tiimmy Turner,76.0
Tijuana Sound Machine,58.0
Tik Tok (feat. BlocBoy JB),62.0
Til I Get Found,4.0
Til I Met Thee,25.0
Till I Die,1.0
Till I Found You,63.0
Till The Sky Falls Down - Vocal Mix,41.0
Tilted,62.0
Tim,65.0
Timber,75.0
Timber I'm Falling,41.0
"Timberlan'd Up (feat. Royce Da 5'9"")",47.0
Time,52.6
Time After Time,72.33333333333333
Time Alone (feat. The Griswolds),53.0
Time Has Come Today,53.0
Time Is Cold (Coffee House Version),53.0
Time Of My Life,52.0
Time Ticking (feat. Bobby Shmurda & Rowdy Rebel),41.0
Time of Our Lives,79.0
Time's Always Leaving,46.0
Timeless,48.0
Tints (feat. Kendrick Lamar),82.0
Tiny Monsters,31.0
Tip Toe (feat. French Montana),79.0
Tired,76.0
Titanium,24.0
Titanium (feat. Sia),70.0
Tjawazti Hdoudik,38.0
To Be Brave,52.0
To Be You,47.0
To Dust,18.0
To Hell With Poverty,31.0
To Live And Die In L.A.,53.0
To Love Somebody,66.0
To The Moon,20.0
To The Threshold,49.0
To a T,71.0
To the Max,39.0
To Ü (feat. AlunaGeorge),68.0
Toca Me - twoloud Radio Edit,49.0
Toda - Remix,89.0
Toda Una Vida,41.0
Todavía,23.0
Today (feat. Teo Halm),61.0
Today All Over Again,26.0
Today Is Warm,55.0
Todo,40.0
Todos Me Miran,62.0
Together,61.0
Together - Radio Edit,49.0
Together Again,31.0
Tokyo - Vampires & Wolves,50.0
Toluca Lake - Imad Remix,66.0
Tomorrow,59.5
Tomorrow - Remastered,67.0
Tomorrow Never Knows - Remastered,18.0
Tone it Down (feat. Chris Brown),58.0
Tongue Tied,77.0
Tongue of Yours,44.0
Tongues,61.0
Tonight,46.0
Tonight Is The Night,47.0
Tonight Tonight,49.0
Tonight You're Perfect,51.0
Tonta,47.0
Too Cool To Dance,38.0
Too Far Gone,47.0
Too Fast,69.0
Too Good To Be True,70.0
Too Hard Not To,24.0
Too Hot,33.0
Too Late,47.0
"Too Late To Worry, Too Blue To Cry",22.0
Too Many Colors,49.0
Too Much (feat. Timbaland),79.0
Too Much Time (feat. Luu Breeze & Emerson Brooks),48.0
Too Much Time Together,59.0
Too Old To Cut The Mustard,31.0
Too Tired,65.0
Too Tough,30.0
Too Turnt (feat. Trippie Redd),53.0
Top 5 (feat. Playboi Carti),62.0
Top Billin',44.0
Top Off,71.0
Top of the World,31.0
Top to Toe,63.0
Torn,62.25
Torn - Acoustic MTV Unplugged,61.0
Torn in Two,65.0
Toronto,51.0
Total,44.0
Total Eclipse of the Heart,65.5
Totally Wired,50.0
Touch,56.0
Touch It,36.0
Touch Me,63.0
Tough,51.5
Tough - Acoustic,62.0
Tour De France - 2009 Remastered Version,49.0
Tourment d' amour,42.0
Town Called Malice,21.5
Toxic,63.333333333333336
Toxins,15.0
Tracksuit Love (feat. Headie One & D-Block Europe) - D Block Europe Remix,2.0
Trade Hearts,46.0
Tradición,29.0
Traicionera,32.5
Traidora,66.0
Train in Vain - Remastered,64.0
Trainwreck 1979,0.0
Trance Dance,52.0
Tranquility,52.0
Transformer (feat. Nicki Minaj),0.0
Trap Baby (feat. 3 Glizzy & Pressa),54.0
Trap Door(feat. MF Doom),40.0
Trap Still Bunkin Pt. 2,30.0
Trapper Of The Year,50.0
Trashy Women,51.0
Traveling,70.0
Traveling Alone,54.0
Tread Lightly,46.0
Treading Water,37.0
Treat You Better,48.0
Trebles Finals: Bright Lights Bigger City/Magic,55.0
Tree,18.0
Trembling hands,6.0
Tren Al Sur,65.0
Trending,0.0
Tres,30.0
Tribe (with J. Cole),68.5
Tribulation,47.0
Trigger,30.0
TriggerPulse,39.0
Trip,87.0
Triple Darkness,29.0
Trips to Beijing,26.0
Trojans,63.0
Tron Cat,53.0
Tropical,66.0
Tropical Fish (feat. HANHAE),36.0
Trouble,54.4
Trouble Adjusting,0.0
Trouble In Mind,43.0
Trouble On Central,60.0
True,74.0
True Believer,20.0
True Colors,54.0
True Colors (feat. Maya Avedis),71.0
True Love,63.0
True Love Will Find You In The End,45.0
Trumpets,70.0
Truss Me (feat. Jesse Baez & Juan Ingaramo),41.0
Trust Fund Baby,74.0
Trust Me (feat. Sir),25.0
Trust Me (feat. Ty Dolla $ign),65.0
Trust Me Baby,44.0
Trust My Lonely,76.0
Trust Nobody,5.0
Try,65.0
Try Me,77.0
Tröstevisa,20.0
Tsunami,33.0
