,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
6931,"Right Here, Right Now - CamelPhat Radio Edit",62.0,209792.0,0.0192,0.609,0.946,0.604,7.0,0.561,-5.101,1.0,0.069,123.002,4.0,0.0872
6933,Right Now (feat. JME & Frisco),49.0,206130.0,0.225,0.623,0.912,0.0,6.0,0.0639,-2.427,0.0,0.342,135.09799999999998,4.0,0.664
6934,Right There,57.0,247080.0,0.115,0.605,0.838,0.0,7.0,0.113,-3.084,1.0,0.125,156.066,4.0,0.5329999999999999
6935,Right Thurr,71.0,250746.0,0.15,0.866,0.7490000000000001,0.0,2.0,0.0591,-3.977,1.0,0.253,92.077,4.0,0.8909999999999999
6936,Right Time,49.0,201666.0,0.0785,0.562,0.639,0.0014199999999999,8.0,0.35,-8.187999999999999,1.0,0.03,107.86,4.0,0.514
6937,Right by Your Side,49.0,201463.0,0.0346,0.8909999999999999,0.892,0.591,9.0,0.332,-2.838,0.0,0.196,122.995,4.0,0.711
6938,Riki Chi,25.0,255142.0,0.565,0.825,0.252,0.00853,7.0,0.0563,-19.311,1.0,0.105,111.847,4.0,0.895
6940,Ring My Bell,59.0,491933.0,0.0661,0.7809999999999999,0.556,0.0907,5.0,0.0339,-13.067,0.0,0.0611,125.999,4.0,0.968
6942,Rio - Hush Remix,42.0,258000.0,0.0462,0.624,0.782,0.0065299999999999,5.0,0.355,-5.642,1.0,0.111,160.04,4.0,0.503
6943,Rio Negro,41.0,371860.0,0.0349,0.382,0.882,0.0455,0.0,0.316,-7.782,1.0,0.077,109.441,4.0,0.8029999999999999
6944,Riot (See No Evil Dub),0.0,227079.0,0.000361,0.7490000000000001,0.967,0.718,6.0,0.0759,-6.49,0.0,0.0628,140.02,4.0,0.847
6945,Riot Maker,1.0,331480.0,0.0728,0.6990000000000001,0.66,0.0,2.0,0.593,-3.697,1.0,0.338,162.118,4.0,0.621
6946,Rip It Up,53.0,320413.0,0.0532,0.8809999999999999,0.546,0.000149,7.0,0.0497,-9.357,1.0,0.0407,102.814,4.0,0.852
6947,Ripple,44.0,250333.0,0.345,0.6,0.363,0.000333,7.0,0.25,-15.469,1.0,0.037,125.761,4.0,0.75
6948,Ripple Effect,55.0,202440.0,0.81,0.732,0.6459999999999999,4.8e-06,8.0,0.109,-6.233,1.0,0.0493,88.04899999999998,4.0,0.532
6951,"Rise - 12"" Version",37.0,365480.0,0.00327,0.485,0.7170000000000001,6.07e-06,7.0,0.633,-9.63,1.0,0.0309,84.74700000000001,4.0,0.727
6952,Rise Up,44.5,280231.5,0.41115,0.4575,0.5945,2.08e-06,4.0,0.25,-6.25,1.0,0.0479,104.8795,4.0,0.3684999999999999
6953,Risen,53.0,206471.0,8.18e-05,0.496,0.915,1.82e-06,6.0,0.0471,-4.853,1.0,0.0878,100.031,4.0,0.346
6954,Ritmo De Mi Pueblo,35.0,186756.0,0.191,0.468,0.7440000000000001,5.539999999999999e-05,7.0,0.324,-7.888,0.0,0.209,117.071,4.0,0.61
6955,River,45.75,221568.5,0.3166025,0.66025,0.413,1.5110000000000004e-05,4.75,0.1038999999999999,-7.663250000000001,0.5,0.04195,98.279,4.0,0.44925
6956,River Deep - Mountain High,51.0,214880.0,0.792,0.36,0.757,0.0125,3.0,0.147,-6.832000000000002,1.0,0.0405,83.865,4.0,0.341
6957,River Flows In You - Original,76.0,185527.0,0.988,0.31,0.218,0.952,9.0,0.085,-21.398000000000003,1.0,0.0507,145.07399999999996,4.0,0.0969
6958,River Rises,45.0,350466.0,0.475,0.843,0.342,0.243,0.0,0.104,-14.203,0.0,0.0704,151.991,4.0,0.764
6959,Rivers and Roads,59.0,284000.0,0.6990000000000001,0.494,0.194,2.98e-05,0.0,0.0803,-8.965,1.0,0.0352,135.753,3.0,0.161
6960,Rnrn,53.0,209269.0,0.129,0.586,0.716,0.0,5.0,0.16,-5.725,0.0,0.0438,74.997,4.0,0.18
6961,Road Rage 2,50.0,192181.0,0.168,0.529,0.8859999999999999,0.0,1.0,0.102,-6.331,1.0,0.439,80.595,4.0,0.339
6962,Roadrunner,61.0,246440.0,5.05e-05,0.462,0.84,6.47e-05,2.0,0.0893,-6.667000000000002,1.0,0.0346,75.542,4.0,0.805
6964,Roam,43.0,227977.0,0.0751,0.602,0.64,0.0264,9.0,0.3720000000000001,-6.424,0.0,0.0319,99.948,4.0,0.387
6965,Roar,77.0,223546.0,0.00487,0.5539999999999999,0.772,6.6e-06,7.0,0.354,-4.8210000000000015,0.0,0.0418,179.984,4.0,0.455
6966,Roc The Mic,51.0,261399.0,0.0979,0.728,0.6559999999999999,0.0,11.0,0.116,-5.492999999999999,0.0,0.413,95.291,4.0,0.923
6967,"Roc Ya Body (Mic Check 1, 2)",6.0,210386.0,0.0962,0.855,0.728,0.0,6.0,0.0822,-7.242000000000001,1.0,0.13,103.039,4.0,0.747
6968,Rock,15.0,172904.0,0.0952,0.953,0.482,0.0,4.0,0.0913,-11.678,0.0,0.168,122.138,4.0,0.758
6969,Rock And Roll All Nite,59.66666666666666,168795.0,0.0520666666666666,0.6566666666666666,0.9316666666666666,0.0,1.0,0.0494333333333333,-5.821666666666666,1.0,0.0986666666666666,144.74966666666668,4.0,0.895
6970,Rock Lobster,47.0,412032.0,0.0453,0.613,0.82,0.0251,8.0,0.0461,-11.454,1.0,0.051,92.349,4.0,0.482
6971,Rock Me Amadeus - The Gold Mix,5.0,203173.0,0.409,0.62,0.778,0.00258,4.0,0.0903,-11.061,0.0,0.121,176.667,4.0,0.912
6972,Rock You Like A Hurricane,66.0,252493.0,0.00853,0.482,0.601,0.000187,7.0,0.249,-12.845999999999998,1.0,0.0486,125.619,4.0,0.774
6973,Rock You Like a Hurricane,62.0,254346.0,0.000265,0.584,0.833,0.00595,11.0,0.32,-5.824,1.0,0.0358,124.018,4.0,0.6709999999999999
6976,Rock the Night,7.0,247493.0,0.036,0.562,0.965,0.0,4.0,0.326,-2.789,0.0,0.0613,105.305,4.0,0.39
6977,Rock ‘n’ Roll Star - Remastered,57.0,322946.0,0.000421,0.314,0.972,0.00129,4.0,0.407,-3.21,1.0,0.0701,138.22299999999998,4.0,0.447
6978,Rock'n Me,2.0,187066.0,0.297,0.695,0.5820000000000001,0.0,4.0,0.123,-11.35,1.0,0.0651,122.433,4.0,0.892
6979,Rocket Girl (Feat. Betty Who),58.0,238840.0,0.0131,0.614,0.8640000000000001,0.000953,5.0,0.185,-4.195,0.0,0.0401,104.966,4.0,0.335
6980,Rocket Man (I Think It's Going To Be A Long Long Time),17.0,282013.0,0.431,0.6,0.507,4.98e-06,10.0,0.0924,-9.98,1.0,0.0289,136.611,4.0,0.333
6983,Rockin’,70.0,232880.0,0.0132,0.737,0.885,0.0,9.0,0.0821,-5.5470000000000015,0.0,0.206,112.877,4.0,0.752
6984,Rockit,51.0,325133.0,0.0317,0.878,0.951,0.544,7.0,0.0614,-5.077,1.0,0.069,111.334,4.0,0.607
6985,Rocky,44.0,237053.0,0.0611,0.528,0.879,0.000952,0.0,0.112,-5.934,1.0,0.0368,89.557,4.0,0.4970000000000001
6986,Roll Over Beethoven - Single Version,19.0,142906.0,0.8490000000000001,0.723,0.931,0.0,3.0,0.205,-5.528,1.0,0.184,92.684,4.0,0.8059999999999999
6987,Roll To Me,60.0,132306.0,0.417,0.5660000000000001,0.804,0.0,6.0,0.112,-5.783,1.0,0.0364,149.989,4.0,0.858
6988,Roll Up,46.0,218400.0,0.0357,0.6890000000000001,0.969,9.56e-06,0.0,0.08,-3.0410000000000004,1.0,0.0581,92.506,4.0,0.638
6989,Roll Up That Loud,25.0,216007.0,0.00309,0.5820000000000001,0.5660000000000001,0.105,9.0,0.669,-11.039,1.0,0.23,160.151,4.0,0.274
6990,Roll With It,51.0,173810.0,0.0727,0.684,0.7609999999999999,0.0,5.0,0.231,-4.452,0.0,0.153,87.90899999999998,4.0,0.72
6991,Roll With Me (feat. Shungudzo & ZieZie),68.0,182364.0,0.015,0.4370000000000001,0.8190000000000001,0.0,6.0,0.192,-5.162999999999999,0.0,0.046,98.884,4.0,0.721
6992,Rollin' (Air Raid Vehicle),74.0,213760.0,0.00506,0.599,0.932,0.0,9.0,0.269,-3.3280000000000003,1.0,0.18,96.234,4.0,0.6920000000000001
6993,Rolling Hills,45.0,287293.0,0.191,0.474,0.5760000000000001,0.000352,7.0,0.32,-6.502000000000002,1.0,0.225,74.066,4.0,0.436
6994,Rolling in the Deep,67.5,228093.0,0.138,0.73,0.77,0.0,8.0,0.0473,-5.114,1.0,0.0298,104.948,4.0,0.507
6995,Roly-Poly,28.0,148733.0,0.773,0.755,0.523,0.00113,7.0,0.191,-12.045,1.0,0.165,126.734,4.0,0.883
6996,Rolystar,32.0,228780.0,0.0881,0.512,0.501,0.0,5.0,0.0942,-12.383,1.0,0.18,160.085,4.0,0.421
6997,Romantic Rights,45.0,195106.0,0.00316,0.516,0.961,0.0,5.0,0.404,-5.37,0.0,0.157,150.14700000000005,4.0,0.458
6999,Rood Khooneha,31.0,239013.0,0.356,0.607,0.575,6.57e-06,7.0,0.0608,-9.777,0.0,0.099,78.35,4.0,0.769
7000,Rooftop Kiss,60.0,154840.0,0.935,0.0833,0.00524,0.91,7.0,0.0818,-36.281,1.0,0.0457,70.329,4.0,0.0361
7001,Rooftop to the Basement,30.0,204977.0,0.17,0.845,0.821,0.0,1.0,0.311,-5.941,1.0,0.313,98.08,4.0,0.674
7002,Rooftops,67.0,177464.0,0.0292,0.7040000000000001,0.907,0.0,10.0,0.195,-3.95,0.0,0.0672,141.988,4.0,0.657
7003,Rosa Parks - Radio Version,57.0,247266.0,0.119,0.782,0.7659999999999999,0.000746,6.0,0.315,-8.065,0.0,0.224,103.931,4.0,0.205
7005,Rosanna,62.0,330986.0,0.0184,0.519,0.695,0.000617,7.0,0.5760000000000001,-7.2189999999999985,0.0,0.0354,82.314,4.0,0.713
7006,Rosas O Espinas,69.0,201520.0,0.0488,0.72,0.852,0.0,0.0,0.0846,-2.812,1.0,0.0536,92.019,4.0,0.628
7008,Rose Colored Glasses,50.0,200493.0,0.476,0.518,0.404,0.0,8.0,0.103,-14.134,1.0,0.0302,96.146,3.0,0.436
7009,Rose Garden - Single Version,57.0,175866.0,0.168,0.589,0.501,0.0,0.0,0.0741,-11.665,1.0,0.031,131.064,4.0,0.969
7010,Rose In Harlem,64.0,222828.0,0.468,0.5429999999999999,0.5670000000000001,0.0,2.0,0.171,-5.2410000000000005,0.0,0.129,143.744,4.0,0.351
7011,Rose Red Violent Blue (This Song Is Dumb & So Am I),55.0,296400.0,0.00413,0.458,0.988,0.0,1.0,0.295,-4.687,0.0,0.123,161.952,4.0,0.296
7012,Roses,59.333333333333336,316738.3333333333,0.2277333333333333,0.7126666666666667,0.6656666666666666,1.5566666666666668e-05,0.0,0.0875333333333333,-6.853333333333333,1.0,0.1373333333333333,124.608,4.0,0.5316666666666667
7013,Roses - Zaxx Remix,58.0,190266.0,0.00445,0.677,0.8809999999999999,0.0146,1.0,0.359,-3.534,0.0,0.054,128.121,4.0,0.5660000000000001
7015,Round Here (feat. Skrapz),60.0,172173.0,0.534,0.7490000000000001,0.84,3.32e-05,7.0,0.176,-4.226,0.0,0.305,92.027,4.0,0.5479999999999999
7016,Roundabout - Remastered Version,64.0,510573.0,0.0682,0.41,0.7609999999999999,0.0077,4.0,0.0758,-9.453,0.0,0.0687,132.889,4.0,0.391
7017,Rounds,48.0,174000.0,0.0102,0.7609999999999999,0.631,4.870000000000001e-05,8.0,0.204,-4.705,1.0,0.0635,159.975,4.0,0.41
7020,Royalty (feat. Rio),39.0,290156.0,0.0182,0.527,0.785,0.0,8.0,0.116,-3.844,0.0,0.218,145.894,4.0,0.535
7021,Rub A Bum,55.0,164554.0,0.15,0.807,0.921,0.000833,5.0,0.136,-3.327,0.0,0.0903,102.964,4.0,0.7190000000000001
7022,Rude (Acoustic),74.0,223854.0,0.358,0.736,0.847,0.0,1.0,0.101,-4.287,1.0,0.0756,143.996,4.0,0.915
7023,Rude - Zedd Remix,58.0,273230.0,0.0324,0.598,0.836,2.44e-06,1.0,0.0751,-2.388,1.0,0.0457,130.009,4.0,0.343
7024,Rude Boy,56.0,234630.0,0.409,0.818,0.6609999999999999,0.00596,8.0,0.232,-6.621,1.0,0.0493,109.948,4.0,0.416
7027,Ruin Your Night,9.0,188410.0,0.391,0.715,0.52,0.0,9.0,0.0797,-6.933,1.0,0.0265,108.991,4.0,0.769
7028,Rumba Frenesi,60.0,311346.0,0.0645,0.565,0.7090000000000001,0.0,8.0,0.0949,-7.438,0.0,0.0464,184.362,4.0,0.695
7029,Rumba de la Buena,0.0,202732.0,0.0881,0.748,0.955,0.00326,11.0,0.176,-3.885,1.0,0.147,127.007,4.0,0.8909999999999999
7030,Rumble,36.5,238190.0,0.0166545,0.4635,0.7444999999999999,0.404500665,4.5,0.09315,-4.4355,1.0,0.0483,94.8355,3.5,0.429
7031,Rumor,76.0,198440.0,0.7490000000000001,0.655,0.56,0.0,9.0,0.115,-6.857,1.0,0.0486,140.975,4.0,0.599
7032,Rumors (With Sofia Carson),73.0,138297.0,0.44,0.7120000000000001,0.496,0.0,6.0,0.186,-6.061,1.0,0.124,141.21200000000005,4.0,0.638
7033,Rumors (With Sofia Carson) - Khrebto Remix,56.0,192444.0,0.0825,0.642,0.8690000000000001,0.002,1.0,0.151,-2.2430000000000003,1.0,0.256,135.015,4.0,0.539
7034,Rump Shaker,44.0,311506.0,0.00372,0.865,0.836,0.00551,1.0,0.301,-6.087999999999999,1.0,0.225,102.754,4.0,0.248
7036,Run Away,46.0,146531.0,0.0325,0.608,0.875,5.21e-05,1.0,0.0506,-3.135,1.0,0.0936,165.972,4.0,0.54
7037,Run Deep,37.0,216942.0,0.316,0.6579999999999999,0.6729999999999999,0.0,3.0,0.0807,-6.362,0.0,0.0512,90.617,4.0,0.695
7038,Run For Yo Life,59.0,160000.0,0.0685,0.799,0.7390000000000001,0.0,1.0,0.257,-3.063,0.0,0.0392,96.02,4.0,0.413
7041,Run Me Dry,74.0,169266.0,0.393,0.6459999999999999,0.7559999999999999,3.2299999999999986e-05,9.0,0.202,-9.017,0.0,0.487,193.881,4.0,0.596
7042,Run Rabbit Run,30.0,200898.0,2.54e-05,0.371,0.981,0.0209,9.0,0.8190000000000001,-2.232,1.0,0.0737,161.988,4.0,0.45
7043,Run Run,52.5,217786.0,0.11915,0.708,0.7415,0.00158,5.5,0.1169999999999999,-6.0295,0.0,0.11145,101.972,4.0,0.508
7044,Run Run Run,34.0,270293.0,0.00175,0.386,0.939,0.000579,8.0,0.215,-6.318,1.0,0.0631,151.873,4.0,0.453
7045,Run To Me,56.0,199000.0,0.272,0.6609999999999999,0.602,0.0,7.0,0.079,-5.934,0.0,0.0275,110.045,4.0,0.433
7047,Run of Good Luck,14.0,225400.0,0.701,0.544,0.166,2.95e-06,6.0,0.106,-12.925999999999998,1.0,0.0347,130.507,4.0,0.306
7048,Runaround Sue,64.0,171600.0,0.451,0.364,0.607,0.0,2.0,0.251,-9.791,1.0,0.125,79.987,4.0,0.598
7049,Runaround Sue - Remastered 1991,24.0,160306.0,0.312,0.564,0.493,0.0,2.0,0.483,-12.349,1.0,0.0795,79.368,4.0,0.653
7051,Runaway (U & I),62.0,227073.0,0.0071099999999999,0.506,0.805,0.00193,1.0,0.0856,-4.119,1.0,0.0469,126.008,4.0,0.383
7052,Runaway (U & I) - Dillon Francis Remix,49.0,213000.0,0.00197,0.487,0.867,0.00602,10.0,0.0968,-3.293,0.0,0.0543,160.048,4.0,0.403
7053,Runaway (feat. Jacoby Shaddix),39.0,226082.0,0.000101,0.478,0.977,1.66e-06,6.0,0.0186,-3.252,1.0,0.172,130.028,4.0,0.215
7054,Runaway - 2004 Remastered Version,52.0,139320.0,0.172,0.535,0.579,0.0,8.0,0.0936,-6.1560000000000015,1.0,0.0529,75.75,4.0,0.743
7055,Runaway Train,70.0,265866.0,0.0132,0.613,0.72,0.0,0.0,0.104,-7.957000000000002,1.0,0.0425,117.341,4.0,0.561
7058,Runnin' Down A Dream,66.0,264333.0,0.00072,0.467,0.955,0.426,9.0,0.494,-6.042999999999998,1.0,0.0462,169.77599999999995,4.0,0.68
7059,Runnin' With The Devil - 2015 Remastered Version,69.0,214960.0,0.148,0.472,0.9,0.000297,8.0,0.34,-6.4060000000000015,0.0,0.0582,95.826,4.0,0.42
7060,Running,27.0,221946.0,0.0178,0.62,0.6940000000000001,0.0,10.0,0.19,-3.739,0.0,0.0311,98.002,4.0,0.319
7062,Running With The Wolves,60.0,194760.0,0.253,0.531,0.568,7.7e-05,5.0,0.26,-5.53,1.0,0.0571,164.127,4.0,0.438
7063,Runnin’,60.0,235489.0,0.412,0.626,0.414,0.00137,11.0,0.147,-10.630999999999998,0.0,0.109,179.99200000000005,4.0,0.388
7064,Rush,39.333333333333336,137668.66666666666,0.1617333333333333,0.5926666666666667,0.7290000000000001,0.1463333333333333,3.6666666666666665,0.1781333333333333,-7.377999999999999,1.0,0.3,158.71100000000004,4.0,0.4116666666666666
7065,Russian Cream,71.0,142497.0,0.11,0.867,0.774,0.0,11.0,0.157,-5.791,0.0,0.315,130.007,4.0,0.5489999999999999
7066,Russian Spies,50.0,198930.0,0.134,0.759,0.359,0.0,2.0,0.0996,-10.033,0.0,0.0527,110.98,4.0,0.246
7067,Rust to Gold,2.0,227240.0,0.000616,0.531,0.85,6.08e-06,1.0,0.0665,-5.653,0.0,0.04,106.956,4.0,0.321
7069,Rusty Cage,4.0,265906.0,1.84e-05,0.302,0.8190000000000001,0.000416,11.0,0.0568,-11.364,0.0,0.0824,102.048,4.0,0.309
7070,Réseaux - Remix,56.0,183515.0,0.0823,0.794,0.6459999999999999,0.0,4.0,0.0918,-7.249,1.0,0.264,150.025,4.0,0.478
7071,S.O.B.,67.0,247612.0,0.278,0.6940000000000001,0.595,0.00301,1.0,0.454,-6.496,1.0,0.0405,109.948,4.0,0.136
7072,S.O.M.B.S,49.0,274595.0,0.0494,0.7879999999999999,0.552,0.0,10.0,0.108,-9.178,0.0,0.0649,119.913,4.0,0.352
7073,S.O.S.,58.0,153346.0,0.000628,0.598,0.685,0.0,7.0,0.149,-3.873,1.0,0.0679,137.035,4.0,0.7120000000000001
7074,S.O.S. (Sawed Off Shotgun),55.0,195173.0,0.00428,0.568,0.961,0.0,9.0,0.138,-2.182,1.0,0.065,148.126,4.0,0.924
7076,SAKURA,23.0,225230.0,0.0236,0.7490000000000001,0.77,0.000463,1.0,0.101,-7.337999999999999,0.0,0.0762,130.069,4.0,0.586
7077,SAN MARCOS,72.0,286706.0,0.326,0.515,0.505,0.0,0.0,0.102,-5.606,1.0,0.0294,150.063,4.0,0.5379999999999999
7078,SET IT ON FIRE,32.0,238548.0,0.00192,0.443,0.7929999999999999,7.329999999999999e-05,7.0,0.206,-5.6320000000000014,1.0,0.0453,157.969,4.0,0.399
7080,SIGNS (Feat. 24hrs),65.0,166053.0,0.0251,0.823,0.513,0.0,1.0,0.0979,-6.3820000000000014,1.0,0.0414,104.992,4.0,0.04
7081,SKYVUE,46.0,140033.0,0.366,0.7879999999999999,0.726,0.6729999999999999,2.0,0.131,-7.247000000000001,0.0,0.436,130.197,3.0,0.643
7083,SOMEONE,28.0,206287.0,0.5329999999999999,0.648,0.623,0.0,7.0,0.158,-5.9220000000000015,0.0,0.0683,104.0,4.0,0.5329999999999999
7084,SOULFLY,41.0,203182.0,0.0701,0.642,0.507,7.75e-05,10.0,0.122,-9.686,0.0,0.162,89.84100000000002,4.0,0.489
7085,SS,36.0,240081.0,0.0031,0.557,0.583,0.0,6.0,0.18,-7.082000000000002,1.0,0.0333,135.998,4.0,0.522
7087,STARS,36.0,204093.0,0.128,0.897,0.524,0.0,8.0,0.119,-3.528,1.0,0.095,127.072,4.0,0.133
7088,STFU (feat. Kid Ink),0.0,221204.0,0.27,0.7040000000000001,0.892,0.0,3.0,0.0873,-6.329,1.0,0.0643,130.02200000000002,4.0,0.736
7090,STREAMING,35.0,204245.0,0.126,0.6,0.872,6.17e-06,9.0,0.539,-4.082,0.0,0.141,100.002,4.0,0.403
7091,SUMMER,63.0,285200.0,0.12,0.5920000000000001,0.569,1.75e-05,10.0,0.251,-6.374,1.0,0.0634,135.414,4.0,0.562
7092,SUNDOWN,50.0,125217.0,0.163,0.816,0.754,0.00199,2.0,0.105,-5.9220000000000015,1.0,0.152,92.023,4.0,0.7040000000000001
7093,SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,68.0,132813.0,0.0543,0.76,0.715,9.07e-06,1.0,0.119,-7.127999999999999,1.0,0.0428,142.035,4.0,0.0479
7094,SUU WHOOP,72.0,185000.0,0.0262,0.7859999999999999,0.327,1.34e-05,2.0,0.101,-9.889,1.0,0.528,158.019,4.0,0.194
7095,SWING (feat. Normani & Davido),73.0,303888.0,0.3720000000000001,0.76,0.603,0.0,5.0,0.112,-5.898,1.0,0.12,97.887,4.0,0.515
7098,Sabotage,73.0,178440.0,0.032,0.324,0.938,0.0321,6.0,0.0961,-7.332000000000002,0.0,0.102,168.13099999999997,4.0,0.5429999999999999
7099,Saca Tu Mujer,22.0,184826.0,0.866,0.711,0.8029999999999999,0.87,2.0,0.231,-8.789,1.0,0.0391,99.64,4.0,0.957
7100,Sacrilegious,1.0,211436.0,0.32,0.773,0.508,0.102,9.0,0.106,-8.583,0.0,0.0558,133.966,4.0,0.496
7101,Sad Boy,54.0,212520.0,0.925,0.443,0.0791,0.000255,10.0,0.112,-19.312,0.0,0.0551,134.75,4.0,0.189
7102,Sad Ocean,57.0,228578.0,0.984,0.1669999999999999,0.0174,0.966,10.0,0.0976,-28.777,1.0,0.0484,68.43,3.0,0.0337
7103,Sadderday,47.0,216888.0,0.489,0.684,0.482,0.0,1.0,0.156,-11.800999999999998,0.0,0.0428,134.994,3.0,0.413
7104,Sadness Is A Blessing,44.0,240752.0,0.00497,0.313,0.733,0.0005,0.0,0.405,-4.849,1.0,0.0433,119.891,4.0,0.49
7105,Saeed - Paranormal Attack & Skazi Remix,48.0,266642.0,0.000563,0.617,0.948,0.0426,1.0,0.103,-4.5760000000000005,1.0,0.0901,140.018,4.0,0.218
7107,Safe,40.5,201410.5,0.311,0.583,0.623,1.3699999999999998e-05,8.5,0.19245,-6.446,0.5,0.0453999999999999,110.729,4.0,0.4876
7109,Safe Dream,52.0,189071.0,0.826,0.528,0.4270000000000001,0.0,11.0,0.122,-8.926,0.0,0.0347,141.866,4.0,0.195
7110,Safely,33.0,142767.0,0.00305,0.621,0.508,0.6509999999999999,1.0,0.212,-9.915,1.0,0.0309,138.047,4.0,0.165
7111,Safety (feat. Brandon Banks),39.0,187203.0,0.00176,0.54,0.873,4.57e-05,4.0,0.0803,-5.602,1.0,0.0648,136.94799999999998,4.0,0.319
7112,Safronia B,43.0,144306.0,0.8,0.539,0.483,0.0341,8.0,0.314,-9.085,1.0,0.0573,167.484,4.0,0.8640000000000001
7113,Saghi,29.0,245000.0,0.818,0.5660000000000001,0.593,0.0,8.0,0.129,-9.736,0.0,0.0725,87.70299999999997,4.0,0.7290000000000001
7114,Saian,25.0,252746.0,0.0938,0.952,0.7020000000000001,0.0,2.0,0.134,-3.553,1.0,0.0457,108.974,4.0,0.364
7115,Saigon Velour,47.0,214856.0,0.246,0.352,0.8759999999999999,0.0,4.0,0.351,-4.793,0.0,0.297,179.795,4.0,0.472
7116,Saigon Velour (feat. Snoop Dogg & E-40),47.0,214856.0,0.246,0.352,0.8759999999999999,0.0,4.0,0.351,-4.793,0.0,0.297,179.795,4.0,0.472
7118,Sail On,0.0,279671.0,0.333,0.3229999999999999,0.59,0.0,2.0,0.103,-6.372000000000001,1.0,0.0328,155.659,4.0,0.283
7119,Saint Nobody,28.0,193906.0,0.534,0.633,0.385,0.0,2.0,0.275,-6.68,1.0,0.41,128.855,4.0,0.413
7121,Sakura,28.0,174333.0,0.3,0.735,0.504,0.0,3.0,0.54,-10.469,0.0,0.245,110.006,4.0,0.585
7122,Salad Days,67.0,145893.0,0.0876,0.43,0.7709999999999999,0.0239,5.0,0.121,-7.176,1.0,0.0375,201.001,4.0,0.772
7123,Salamanca,38.0,210000.0,0.991,0.222,0.0132,0.938,5.0,0.158,-25.234,0.0,0.0498,73.458,3.0,0.0566
7124,Salary Kaep,51.0,153318.0,0.6579999999999999,0.8640000000000001,0.722,0.0,10.0,0.135,-5.7360000000000015,0.0,0.392,125.017,4.0,0.6509999999999999
7125,Sally,28.0,278278.0,0.00103,0.636,0.9,0.000125,5.0,0.231,-4.234,0.0,0.0953,127.985,4.0,0.3670000000000001
7126,Salma Ya Salama (Olé Y Ola),33.0,211160.0,0.1689999999999999,0.657,0.973,3.97e-06,8.0,0.303,-3.0580000000000003,1.0,0.0838,100.649,4.0,0.838
7127,Salomé,56.0,253133.0,0.00335,0.773,0.813,0.000103,11.0,0.0551,-6.185,0.0,0.155,128.004,4.0,0.757
7128,Salsa & Choke,52.0,248400.0,0.261,0.687,0.951,0.0,9.0,0.08,-4.391,0.0,0.0528,93.996,4.0,0.91
7129,Salt Shaker,33.0,249026.0,0.0476,0.8859999999999999,0.6729999999999999,0.0,11.0,0.259,-7.306,1.0,0.109,101.97,4.0,0.336
7130,Salta,30.0,236250.0,0.0069,0.818,0.732,0.00105,0.0,0.0493,-7.141,0.0,0.061,128.039,4.0,0.5329999999999999
7131,Salto Alto,38.0,334416.0,0.506,0.607,0.857,2.46e-05,4.0,0.118,-4.035,1.0,0.0328,123.945,4.0,0.357
7132,Salty,37.0,154286.0,0.0646,0.769,0.242,0.892,10.0,0.111,-10.202,0.0,0.0641,139.996,4.0,0.301
7133,Salty Dog Rag,35.0,164762.0,0.68,0.713,0.583,0.0,10.0,0.127,-9.211,1.0,0.0831,178.991,4.0,0.851
7134,Salute,56.0,249340.0,0.00112,0.517,0.981,0.0456,7.0,0.0947,-3.542,1.0,0.0761,174.074,4.0,0.386
7135,Salvage (Up All Night) [feat.Poo Bear],54.0,197186.0,0.0264,0.649,0.851,0.000179,7.0,0.101,-2.718,1.0,0.0425,121.953,4.0,0.262
7136,Salvation,55.0,190480.0,0.0934,0.5670000000000001,0.542,0.0,0.0,0.132,-4.825,1.0,0.469,204.241,4.0,0.759
7137,Samsara,66.0,211884.0,0.00598,0.489,0.6409999999999999,0.0201,11.0,0.122,-7.011,0.0,0.032,108.901,4.0,0.5870000000000001
7138,Samurai Cop (Oh Joy Begin),46.0,262240.0,0.038,0.565,0.634,0.0,11.0,0.211,-4.998,1.0,0.0277,128.001,4.0,0.339
7139,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,64.0,178506.0,0.5379999999999999,0.525,0.52,0.00569,7.0,0.111,-11.725,1.0,0.0271,112.554,4.0,0.523
7140,Sanctus Immortale,30.0,213373.0,0.00793,0.5,0.8690000000000001,6.56e-05,2.0,0.0951,-9.091,1.0,0.0473,145.203,4.0,0.5760000000000001
7141,Sandstone Peak,41.0,232000.0,0.988,0.0812,0.0414,0.968,5.0,0.112,-25.451,1.0,0.0417,77.63600000000002,3.0,0.0847
7142,Sandstorm - Radio Edit,50.0,227493.0,0.0936,0.494,0.99,0.989,11.0,0.088,-4.928,0.0,0.0569,136.363,4.0,0.657
7143,Sangria Wine,75.0,202853.0,0.181,0.831,0.713,0.0,1.0,0.0572,-3.646,0.0,0.094,132.109,4.0,0.69
7144,Santa Monica,68.0,191506.0,0.156,0.491,0.942,0.0,7.0,0.3670000000000001,-5.332999999999998,1.0,0.132,100.446,4.0,0.387
7146,Sapequinha,77.0,134106.0,0.211,0.677,0.984,0.0,11.0,0.0632,-3.539,0.0,0.286,150.086,4.0,0.906
